LAMMPS data file via write_data, version 3 Mar 2020, timestep = 1000

4864 atoms
2 atom types

-3.9006362984379528e+01 4.3344360484379528e+01 xlo xhi
-3.7533609150731806e+01 4.2542710950745985e+01 ylo yhi
-3.2057278850357676e+01 4.5329282050343650e+01 zlo zhi
0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 xy xz yz

Masses

1 10.811
2 14.0067


Atoms

1 1 1 2.5000000000000000e-01 -38.80949620027324 -37.332366523708345 -31.091859124923737 0 0 0
2 1 2 -2.5000000000000000e-01 -38.08663725150867 -36.080547018952764 -31.09862594598962 0 0 0
3 1 1 2.5000000000000000e-01 -36.640103993453494 -36.083451745623904 -31.09179640609681 0 0 0
4 1 2 -2.5000000000000000e-01 -35.918618862139006 -37.33592970411648 -31.09210782204952 0 0 0
5 2 2 -2.5000000000000000e-01 -38.80533795925155 -37.33180767148595 -27.868580710160543 0 0 0
6 2 1 2.5000000000000000e-01 -38.08472045046497 -36.08171242917829 -27.866653700144962 0 0 0
7 2 2 -2.5000000000000000e-01 -36.637949318316494 -36.082138649062315 -27.87102432700752 0 0 0
8 2 1 2.5000000000000000e-01 -35.91400577095887 -37.33400413694304 -27.872603759326395 0 0 0
9 1 1 2.5000000000000000e-01 -38.80802105921772 -34.83044738180081 -31.098786362073646 0 0 0
10 1 2 -2.5000000000000000e-01 -38.08390303955659 -33.583245105350116 -31.104789991695036 0 0 0
11 1 1 2.5000000000000000e-01 -36.63917586610062 -33.580718984833865 -31.103997701994263 0 0 0
12 1 2 -2.5000000000000000e-01 -35.9158954957828 -34.83090632679431 -31.094560944302586 0 0 0
13 2 2 -2.5000000000000000e-01 -38.808050339164474 -34.8323973925547 -27.870882039380678 0 0 0
14 2 1 2.5000000000000000e-01 -38.08579950629882 -33.58069340022375 -27.870045013405615 0 0 0
15 2 2 -2.5000000000000000e-01 -36.64084994054389 -33.57763192034409 -27.872300853700107 0 0 0
16 2 1 2.5000000000000000e-01 -35.91485823520461 -34.83050381262069 -27.875920046827822 0 0 0
17 1 1 2.5000000000000000e-01 -38.806393711846745 -32.33174676934584 -31.10154563549257 0 0 0
18 1 2 -2.5000000000000000e-01 -38.0825551682626 -31.08284948031954 -31.101160183693267 0 0 0
19 1 1 2.5000000000000000e-01 -36.63756537712566 -31.077628332324053 -31.09868523938123 0 0 0
20 1 2 -2.5000000000000000e-01 -35.91618983151641 -32.32792369253112 -31.093262507867134 0 0 0
21 2 2 -2.5000000000000000e-01 -38.805816965521366 -32.327279901409476 -27.860728954510044 0 0 0
22 2 1 2.5000000000000000e-01 -38.08336446328181 -31.07741456868898 -27.85889625863237 0 0 0
23 2 2 -2.5000000000000000e-01 -36.639054337763326 -31.078114797370702 -27.861995023105568 0 0 0
24 2 1 2.5000000000000000e-01 -35.91670963991966 -32.32664066231312 -27.868644868797173 0 0 0
25 1 1 2.5000000000000000e-01 -38.80407919925923 -29.829289255427607 -31.096238508699336 0 0 0
26 1 2 -2.5000000000000000e-01 -38.08293363740703 -28.576215859255154 -31.084893926696967 0 0 0
27 1 1 2.5000000000000000e-01 -36.635893149231165 -28.576390820572747 -31.081873677744174 0 0 0
28 1 2 -2.5000000000000000e-01 -35.914923786329126 -29.82753925877475 -31.090811430041864 0 0 0
29 2 2 -2.5000000000000000e-01 -38.80555706286985 -29.82688459313566 -27.86346653489929 0 0 0
30 2 1 2.5000000000000000e-01 -38.08117359806394 -28.574887963896813 -27.85902809751785 0 0 0
31 2 2 -2.5000000000000000e-01 -36.638906529455966 -28.573986594361134 -27.861278470884248 0 0 0
32 2 1 2.5000000000000000e-01 -35.917136687613144 -29.825916416037927 -27.86098031259864 0 0 0
33 1 1 2.5000000000000000e-01 -38.80414242990997 -27.322128739401386 -31.092377377208518 0 0 0
34 1 2 -2.5000000000000000e-01 -38.077326025918374 -26.07446537907447 -31.089916908836308 0 0 0
35 1 1 2.5000000000000000e-01 -36.633052959587005 -26.072149798274594 -31.088035421096897 0 0 0
36 1 2 -2.5000000000000000e-01 -35.91308661311906 -27.324199726784272 -31.08592658442842 0 0 0
37 2 2 -2.5000000000000000e-01 -38.80508027492332 -27.32291039845319 -27.855924478160446 0 0 0
38 2 1 2.5000000000000000e-01 -38.08335093259299 -26.0713045973259 -27.85529397388585 0 0 0
39 2 2 -2.5000000000000000e-01 -36.63933402546767 -26.069711154595915 -27.86326990936864 0 0 0
40 2 1 2.5000000000000000e-01 -35.91798074270574 -27.32187839177311 -27.866614161233045 0 0 0
41 1 1 2.5000000000000000e-01 -38.800424496747844 -24.82314088161541 -31.087858137806663 0 0 0
42 1 2 -2.5000000000000000e-01 -38.08025932419399 -23.571659615305947 -31.080841939388183 0 0 0
43 1 1 2.5000000000000000e-01 -36.63615167616752 -23.571526722058316 -31.083326081340218 0 0 0
44 1 2 -2.5000000000000000e-01 -35.91318715459269 -24.82112523999765 -31.083777355705056 0 0 0
45 2 2 -2.5000000000000000e-01 -38.807137702133076 -24.819865724235232 -27.859771500748824 0 0 0
46 2 1 2.5000000000000000e-01 -38.08421698394718 -23.571429783900925 -27.861785117053746 0 0 0
47 2 2 -2.5000000000000000e-01 -36.64006891778872 -23.5691107775531 -27.86573612128232 0 0 0
48 2 1 2.5000000000000000e-01 -35.917388395158525 -24.819650692866112 -27.863271434957166 0 0 0
49 1 1 2.5000000000000000e-01 -38.80362588955948 -22.31810096886678 -31.089694563910882 0 0 0
50 1 2 -2.5000000000000000e-01 -38.07990294250744 -21.068920530056676 -31.090776248005316 0 0 0
51 1 1 2.5000000000000000e-01 -36.63488693169579 -21.070085338705095 -31.090217301427955 0 0 0
52 1 2 -2.5000000000000000e-01 -35.91121101958946 -22.321546107706922 -31.092298169471913 0 0 0
53 2 2 -2.5000000000000000e-01 -38.810617341734684 -22.319103076919486 -27.864178202805764 0 0 0
54 2 1 2.5000000000000000e-01 -38.086178225339985 -21.067434977125433 -27.86049878068775 0 0 0
55 2 2 -2.5000000000000000e-01 -36.6398251173468 -21.070318814036288 -27.85813972112876 0 0 0
56 2 1 2.5000000000000000e-01 -35.91588819681813 -22.318851519387724 -27.858052482031194 0 0 0
57 1 1 2.5000000000000000e-01 -38.80157586501477 -19.81912374146251 -31.093067959467373 0 0 0
58 1 2 -2.5000000000000000e-01 -38.07963598110017 -18.566717284242262 -31.093682056429092 0 0 0
59 1 1 2.5000000000000000e-01 -36.63306480732972 -18.565478692632325 -31.09563917539001 0 0 0
60 1 2 -2.5000000000000000e-01 -35.91234983650676 -19.816222137751613 -31.088508138561878 0 0 0
